Bedrooms,Building_exp,Comment,Cook_Replaced,Cooling,Cooling_Rooms,Cost_Cooling,Cost_DP,Cost_Door,Cost_Emitters,Cost_HP,Cost_Install,Cost_LI,Cost_TS,Cost_WI,Cost_Window,Date_Contact,Date_Installation,Date_Survey,Delivery_Contractor,Elec_currentuse,EmployStatus,EmployType,EstCost_Ancillary,EstCost_Etariff,EstCost_Gtariff,EstCost_Running,EstCost_System,Existing_Cooking,Existing_Fires,Financial_exp,Fires_replaced,Floor_Height,Floor_Type,Future_exp,GSHP_Space,Gas_currentuse,Gas_disconnect,Glazed_Type,HP_Aesthetic,HP_Awareness,HP_Brand,HP_Control_Zones,HP_Installed,HP_Installed_Detail,HP_Model,HP_NoRec_R1,HP_NoRec_R2,HP_Noise,HP_Recommend,HP_Refrigerant,HP_Size_kW,Habitable_Rooms,Heat_Primary_Source,Heat_Secondary_Source,Heated_rooms,HouseIncome,House_Age,House_Env,House_Form,House_SAP,House_Type,Install_time_HP,Install_time_measures,MCS_DHWAnnual,MCS_Flow_Temp,MCS_Hloss,MCS_Immersion,MCS_SCOP,MCS_SHAnnual,MCS_SHLoad,Main_Fuel,Mains_Gas_Flag,Measures_DP,Measures_Doors,Measures_Fanassist,Measures_Loft,Measures_Recommend,Measures_WI,Measures_Windows,Measures_emitters_LT,Measures_emitters_Std,Name_Install,Name_Survey,No_Adults,No_Child,No_Storeys,No_Underfloor,Other_exp,Outside_Access,Outside_Space,Part_Install_Decision,Part_No_Reason1,Part_No_Reason2,Participant_Age,Planned_exp,Postcode_1,Property_ID,Reason_Building,Reason_Financial,Reason_Future,Reason_Other,Reason_Planned,Reason_Replacement,Reason_Research,Reason_Sustainability,Reason_Technology,Reason_Upgrade,Replacement_exp,Research_exp,Roof_Type,Social_Group,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,Sustainability_exp,TS_Existing,TS_Existing_Size,TS_PCM_Size,TS_Type,TS_Water_Size,Technology_exp,Tenure,Tenure_Length,Total_Floor_Area,Upgrade_exp,Wall_Type,usmart_id
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-08-11T00:00:00.000Z,null,18/09/2020,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_DisruptionWorks,null,42,null,NE13,EOH0347,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,6,null,null,null,"MYZOh4sBvqZCst4RZtTN"
3,null,,0,No,0,0,0,0,3240.82,5739.82,null,0,null,0,0,2020-08-17T00:00:00.000Z,10/06/2021,29/09/2020,E.ON,1891,Unemployed,Professional,300,14.3,3.8,944,10615.82,1,0,null,0,2.6,Mix,null,null,10973,No,Double,none,1,Daikin,1,Hybrid,Separate_New Boiler,EHY2KOMB28AA,null,null,barrier,Hybrid,R32,4,4,Gas Boiler - Combi,None,12,"20,001 - 25,000",1950 - 1966,Urban,Semi-Detached,null,House,2.5,0,3820,55,97.83,0,2.96,9508.9,10.272,Gas,Yes,no,0,0,No,Barrier,None,0,12,0,Phoenix,Phoenix,2,0,2,0,null,No,No,Yes,null,null,58,null,NE3,EOH1019,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,null,null,Pitched,DE,No,No,No,Yes,null,None,null,null,null,null,null,Owner-Occupied,25,105,null,Cavity_No_insulation,"RYZOh4sBvqZCst4RZtTN"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-09-04T00:00:00.000Z,null,16/10/2020,E.ON,2536,Working Full time (>30hrs),Professional,null,null,null,null,null,1,0,null,null,2.3,Solid,null,null,10403,null,Double,null,3,null,null,null,null,null,Practical_SpaceExternal,null,null,None - Installation not recommended,null,null,4,Gas Boiler - Combi,None,9,"50,001+",1950 - 1966,Urban,Semi-Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Phoenix,3,0,2,0,null,No,No,null,null,null,48,null,NE4,EOH2801,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,null,null,Pitched,AB,null,null,null,null,null,None,null,null,null,null,null,Owner-Occupied,19,89,null,Cavity_Insulated,"aoZOh4sBvqZCst4RZtTN"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-08-21T00:00:00.000Z,null,24/08/2020,E.ON,null,NOT AVAILABLE,NOT AVAILABLE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,NOT AVAILABLE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,E.ON,null,null,null,null,null,null,null,No,Practical_SpaceInternal,null,null,null,NE6,EOH2889,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,null,null,null,DE,null,null,null,null,null,null,null,null,null,null,null,Rented (Social),null,null,to replace inefficient / old gas boiler,null,"cYZOh4sBvqZCst4RZtTN"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-09-01T00:00:00.000Z,null,05/10/2020,E.ON,null,Working Full time (>30hrs),Manager,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,other,null,31,null,NE13,EOH1451,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,2,null,null,null,"fYZOh4sBvqZCst4RZtTN"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-08-21T00:00:00.000Z,null,25/08/2020,E.ON,null,NOT AVAILABLE,NOT AVAILABLE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,NOT AVAILABLE,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,E.ON,null,null,null,null,null,null,null,No,Practical_DisruptionWorks,null,null,null,NE6,EOH0916,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,null,null,null,DE,null,null,null,null,null,null,null,null,null,null,null,Rented (Social),null,null,to replace inefficient / old gas boiler,null,"gYZOh4sBvqZCst4RZtTN"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-09-04T00:00:00.000Z,null,null,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"30,001 - 40,000",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43,null,NE15,EOH2642,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,2,null,null,null,"i4ZOh4sBvqZCst4RZtTN"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-19T00:00:00.000Z,null,08/12/2020,E.ON,null,Retired,Pensioner,null,null,null,null,null,0,0,grant,null,2.5,Suspended,null,null,null,null,Double,null,5,null,null,null,null,null,Technical_Size,Practical_Noise,null,None - Installation not recommended,null,null,5,Gas Boiler - Combi,None,6,"16,201 - 20,000",1950 - 1966,Urban,Semi-Detached,D,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Phoenix,2,0,2,0,null,No,No,null,null,null,84,null,NE15,EOH1787,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,null,null,Pitched,DE,Yes with additional measures,No,Yes with additional measures,Yes with additional measures,null,None,null,null,null,null,null,Owner-Occupied,58,89,null,Cavity_Insulated,"l4ZOh4sBvqZCst4RZtTN"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-08-27T00:00:00.000Z,null,23/09/2020,E.ON,5200,Working Full time (>30hrs),Professional,null,null,null,null,null,1,0,null,null,2.6,Suspended,null,null,null,null,Double,null,5,null,null,null,null,null,other,null,null,None - Installation not recommended,null,null,5,LPG Boiler,Fire - Wood,9,"40,001 - 50,000",1930 - 1949,Urban,End-Terrace,null,House,null,null,null,null,null,null,null,null,null,LPG,No,null,null,null,null,null,null,null,null,null,null,Phoenix,2,2,2,0,null,No,No,null,null,null,39,null,NE15,EOH1582,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,null,null,Pitched,AB,No,No,Yes with additional measures,Yes with additional measures,null,None,null,null,null,null,null,Owner-Occupied,5,93.75,change from LPG,Cavity_Insulated,"noZOh4sBvqZCst4RZtTN"
5,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-08-28T00:00:00.000Z,null,13/10/2020,E.ON,null,Working Part time,Manager,null,null,null,null,null,1,1,null,null,2.4,Solid,null,null,null,null,Double,null,5,null,null,null,null,null,Technical_Size,null,null,None - Installation not recommended,null,null,7,Gas Boiler - Standard,Fire - Gas,15,"50,001+",1991 - 1995,Suburban,Detached,D,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Phoenix,2,1,2,0,null,No,No,null,null,null,56,null,NE3,EOH0734,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,null,null,Pitched,AB,No,No,No,No,null,Water,210,null,null,null,null,Owner-Occupied,4,261,null,Cavity_No_insulation,"p4ZOh4sBvqZCst4RZtTN"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-09-22T00:00:00.000Z,null,12/10/2020,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,0,0,null,null,2.4,Solid,null,null,null,null,Double,null,3,null,null,null,null,null,Practical_Noise,null,null,None - Installation not recommended,null,null,4,Gas Boiler - Standard,None,9,"50,001+",1996 - 2002,Suburban,Detached,C,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Phoenix,2,1,2,0,null,No,No,null,null,null,35,null,NE3,EOH2316,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,null,null,Pitched,AB,No,No,No,No,null,Water,120,null,null,null,null,Owner-Occupied,7,92,null,Cavity_Insulated,"5oZOh4sBvqZCst4RZtTN"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-09-18T00:00:00.000Z,null,null,E.ON,null,Retired,Pensioner,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Prefer not to say,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,NE3,EOH0907,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,null,null,null,DE,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,8,null,null,null,"54ZOh4sBvqZCst4RZtTN"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-10-16T00:00:00.000Z,null,28/10/2020,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"40,001 - 50,000",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_DisruptionWorks,null,null,null,NE15,EOH2253,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,20,null,null,null,"MoZOh4sBvqZCst4RZtXN"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-10-23T00:00:00.000Z,null,null,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,Potential for bill savings,null,null,null,null,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46,null,NE15,EOH1341,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,14,null,null,null,"3rFOh4sBao7bgilCaP7B"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-02T00:00:00.000Z,null,16/11/2020,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"40,001 - 50,000",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Other,null,46,null,NE7,EOH3042,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,3,null,null,null,"4LFOh4sBao7bgilCaP7B"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-10-23T00:00:00.000Z,null,null,E.ON,null,Retired,Pensioner,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"0 - 12,500",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,77,null,NE7,EOH1012,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,null,null,null,DE,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,44,null,null,null,"4rFOh4sBao7bgilCaP7B"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-10-27T00:00:00.000Z,null,04/11/2020,E.ON,2663,Working Full time (>30hrs),Manager,null,null,null,null,null,1,0,null,null,2.5,Suspended,null,null,10524,null,Double,null,1,null,null,null,null,null,Practical_SpaceExternal,Practical_SpaceInternal,null,None - Installation not recommended,null,null,5,Gas Boiler - Combi,None,7,"50,001+",1900 - 1929,Urban,Mid-Terrace,E,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Phoenix,2,2,2,0,null,No,No,null,null,null,36,null,NE7,EOH0741,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,null,null,Pitched,AB,No,No,No,No,null,None,null,null,null,null,null,Owner-Occupied,8,76.2,null,Cavity_Insulated,"57FOh4sBao7bgilCaP7B"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-02T00:00:00.000Z,null,12/11/2020,E.ON,2390,Working Full time (>30hrs),Semi and unskilled manual worker,0,14.3,3.8,844,10060.85,1,2,Potential for bill savings,null,2.4,Solid,null,null,18817,null,Double,null,3,null,null,null,null,null,null,null,null,Hybrid,null,null,5,Gas Boiler - Combi,Fire - Gas,8,"0 - 12,500",1930 - 1949,Urban,End-Terrace,E,House,null,null,3566,null,121.58,0,null,8919,9.189,Gas,Yes,null,null,null,null,None Required,null,null,null,null,null,Phoenix,2,1,2,0,null,No,No,No,Other,null,65,null,NE7,EOH1989,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,null,null,Pitched,DE,No,No,No,Yes,null,None,null,null,null,null,null,Owner-Occupied,25,131,null,Cavity_Insulated,"7bFOh4sBao7bgilCaP7B"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-09T00:00:00.000Z,null,null,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,Potential for bill savings,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48,null,NE7,EOH2691,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,5,null,null,null,"FrFOh4sBao7bgilCaP_B"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-10T00:00:00.000Z,null,null,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Prefer not to say,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37,null,NE7,EOH1987,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,2,null,null,null,"F7FOh4sBao7bgilCaP_B"
4,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-18T00:00:00.000Z,null,10/12/2020,E.ON,11951,Working Full time (>30hrs),Manager,null,null,null,null,null,1,1,null,null,2.5,Solid,null,null,null,null,Double,null,4,null,null,null,null,null,Other,null,null,None - Installation not recommended,null,null,7,Gas Boiler - Standard,Fire - Gas,10,"50,001+",1950 - 1966,Urban,Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Phoenix,2,3,2,0,null,Yes,Yes - Ground Loop,null,null,null,50,null,NE7,EOH0353,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,null,null,Pitched,AB,Yes,Yes,Yes,Yes,null,Water,250,null,null,null,null,Owner-Occupied,14,220,null,Cavity_No_insulation,"MbFOh4sBao7bgilCaP_B"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-06T00:00:00.000Z,null,09/11/2020,E.ON,null,Working Full time (>30hrs),Manager,300,14.3,3.8,585,10430,0,0,null,null,2.4,Suspended,null,null,null,null,Double,null,5,null,null,null,null,null,Practical_Noise,null,null,None - Installation not recommended,null,null,4,Gas Boiler - Standard,None,6,"50,001+",1996 - 2002,Urban,Mid-Terrace,C,House,null,null,3566,null,63.2,0,null,11355,5.67,Gas,Yes,null,null,null,null,planning permisson,null,null,null,null,null,Phoenix,2,0,3,0,null,No,No,null,null,null,56,null,NE6,EOH1549,null,NO,NO,NO,NO,NO,NO,YES,NO,YES,null,null,Pitched,AB,No,No,No,Yes,null,Water,110,null,null,null,null,Owner-Occupied,0.9,96,null,Cavity_Insulated,"MrFOh4sBao7bgilCaP_B"
